SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
66/12 kV,Padua 220/66 System,0.884,0,0.884,7.73,11.55,9.11,0.27,Interconnection studies in this area have identified adequate deliverability.,2134172,Bruno,12,Padua,3972,46085.2288569048
66/12 kV,Walnut 220/66 System,0.478,0.01,0.489,8.09,6.32,9.49,0.7,Interconnection studies in this area have identified adequate deliverability.,2190621,Unruh,12,Bassett,3973,34594.597981192
115/12 kV,Valley 'D' 500/115 System,1.141,0,1.141,5.87,20.04,8.82,0,Deliverability in this area has not been determined by previous interconnection studies.,2135093,Brumfield,12,Auld,3974,26344.9399818572
66/12 kV,Mira Loma 220/66 System,0.557,0.018,0.575,8.73,6.86,9.4,0.71,Interconnection studies in this area have identified adequate deliverability.,2134170,Brotherton,12,Corona,3975,48910.8730755987
115/12 kV,Valley 'Ab' 500/115 System,1.734,0.024,1.758,9.38,20.16,8.11,0,Deliverability in this area has not been determined by previous interconnection studies.,2140148,Cessna,12,Stetson,3976,45693.4836480596
16/4.16 kV,El Nido 220/66 System,0.126,0,0.126,2.3,5.88,2.16,0.21,Interconnection studies in this area have identified adequate deliverability.,2140143,Century,4,Lennox,3977,20954.4947304465
66/16 kV,Santa Clara 220/66 System,1.158,0.559,1.717,9.63,24.52,10.84,0,Interconnection studies in this area have identified adequate deliverability.,2143593,Beardsley,16,Colonia,3978,102467.48017797
115/12 kV,Valley 'Ab' 500/115 System,0.337,0.014,0.351,2.77,13.04,9.64,0.05,Deliverability in this area has not been determined by previous interconnection studies.,2130793,Beechcraft,12,Stetson,3979,25249.1648378194
66/16 kV,La Cienega 220/66 System,0.133,0.043,0.176,8.65,2.26,13,1.1,Interconnection studies in this area have identified adequate deliverability.,2130792,Beachcomber,16,Santa Monica,3980,31421.6827983586
115/12 kV,Valley 'Ab' 500/115 System,3.601,0.005,3.606,8.55,24.7,7.89,0,Deliverability in this area has not been determined by previous interconnection studies.,2143438,Bazooka,12,Bunker,3981,99518.0566498717
66/12 kV,San Bernardino 220/66 System,8.679,0,8.679,7.99,107.58,1.4,0,Interconnection studies in this area have identified adequate deliverability.,2140142,Centaur,12,San Bernardino,3982,84351.4148383812
66/12 kV,Vestal 220/66 System,7.954,0.099,8.052,10,51,4.9,0,Interconnection studies in this area have identified inadequate deliverability.,2147046,C B S,12,Delano,3983,79350.4821150805
66/12 kV,Ellis 'C' 220/66 System,0.701,0.366,1.067,8.2,13.48,8.89,0.13,Interconnection studies in this area have identified adequate deliverability.,2191068,Younger,12,Brookhurst,3984,47800.4043591862
66/12 kV,Villa Park 220/66 System,0.438,0.103,0.54,9.34,5.85,9.45,0.85,Interconnection studies in this area have identified adequate deliverability.,2155170,Caymen,12,Bryan,3985,33302.7357080359
12/2.4 kV,Vista 220/115 System,0.012,0,0.012,0.31,3.96,1.29,0.03,Interconnection studies in this area have identified adequate deliverability.,2155171,Cedar Pines,2.4,Cedar Pines P.T.,3986,14497.6194604918
66/12 kV,Vestal 220/66 System,0.043,0,0.043,6.76,0.64,9.96,0.97,Interconnection studies in this area have identified inadequate deliverability.,2154992,Carver,12,Quinn,3987,279545.992734237
66/12 kV,Rector 220/66 System,0.607,0.01,0.617,5.85,10.75,9.37,0.25,Interconnection studies in this area have identified inadequate deliverability.,2139972,Cartmill,12,Tulare,3988,36463.6760941595
66/4.16 kV,La Fresa 220/66 System,0.131,0,0.131,1.76,8.27,2.15,0.12,Interconnection studies in this area have identified adequate deliverability.,2139971,Carter,4,Howard,3989,17030.4671028926
33/12 kV,Devers 220/115 System,0.924,0.028,0.952,6.7,16.24,8.91,0,Deliverability in this area has not been determined by previous interconnection studies.,2139828,Carribean,12,Palm Canyon,3990,38685.5798560354
66/16 kV,Goleta 220/66 System,1.132,0.005,1.137,7.88,15.62,11.97,0,Interconnection studies in this area have identified adequate deliverability.,2161379,Gaucho,16,Vegas,3991,65998.6195161525
66/12 kV,Center 220/66 System,0.034,0,0.034,6.24,0.7,9.96,0.89,Interconnection studies in this area have identified adequate deliverability.,2190850,Starbuck,12,Santa Fe Springs,3992,17284.6585939769
115/12 kV,Victor 220/115 System,1.091,0.004,1.095,10,11.06,8.89,0.39,Interconnection studies in this area have identified adequate deliverability.,2145718,Talpa,12,Savage,3993,107262.452449937
66/12 kV,Lighthipe 220/66 System,0.002,0,0.002,2.47,0.09,10,0.37,Interconnection studies in this area have identified adequate deliverability.,2145909,Catalytic,12,Alon,3994,30146.1087449073
66/12 kV,Walnut 220/66 System,0.983,0,0.983,7.09,14.11,9,0.06,Interconnection studies in this area have identified adequate deliverability.,2139827,Carr,12,Puente,3995,32988.9819047403
115/12 kV,Valley 'Ab' 500/115 System,4.35,0.723,5.073,8.07,62.21,4.98,0,Deliverability in this area has not been determined by previous interconnection studies.,2150781,Edwin,12,Alessandro,3996,65638.9953074031
115/12 kV,Valley 'Ab' 500/115 System,0.954,0.795,1.749,10,11.26,8.87,0.37,Deliverability in this area has not been determined by previous interconnection studies.,2154256,Carbine,12,Bunker,3997,86487.8584407935
66/12 kV,Antelope 220/66 System,0.866,0.01,0.876,8.29,10.71,9.11,0.36,Interconnection studies in this area have identified adequate deliverability.,2145327,Candleberry,12,Anaverde,3998,47871.6847232326
66/12 kV,Hinson 220/66 System,0.54,0,0.54,9.22,8.59,9.21,0.59,Interconnection studies in this area have identified adequate deliverability.,2154994,Caspian,12,Cameron,3999,53620.7235635913
16/4.16 kV,Santa Clara 220/66 System,0,0,0,0.07,0,2.3,0.01,Interconnection studies in this area have identified adequate deliverability.,2154993,Casper,4,Casper P.T.,4000,20289.3997594137
115/33 kV,Valley 'D' 500/115 System,0,0,0,24.59,0,27,3.69,Deliverability in this area has not been determined by previous interconnection studies.,2142334,Archie,33,Auld,1,127564.985491622
66/16 kV,Saugus 220/66 System,1.234,0.023,1.257,7.92,16.44,11.9,0,Interconnection studies in this area have identified adequate deliverability.,2142335,Arlene,16,Solemint,2,43056.2575434599
12/4.16 kV,Del Amo 220/66 System,0.206,0,0.206,2.3,9.6,2.08,0.12,Interconnection studies in this area have identified adequate deliverability.,2130053,Ardis,4,Woodruff,3,17188.5793068153
66/16 kV,Laguna Bell De 220/66 System,0.12,0,0.12,6.49,1.99,13.07,0.84,Interconnection studies in this area have identified adequate deliverability.,2130054,Ardmore,16,Calden,4,28698.1975848742
33/4.16 kV,Devers 220/115 System,0.159,0,0.159,1.19,14.97,2.12,0,Deliverability in this area has not been determined by previous interconnection studies.,2130055,Arenas,4,Palm Springs,5,8719.9772757771
66/12 kV,Olinda 220/66 System,0.301,0.242,0.543,6.11,8.8,9.46,0.38,Interconnection studies in this area have identified adequate deliverability.,2130056,Argo,12,Telegraph,6,28425.023301109
115/12 kV,Valley 'D' 500/115 System,1.815,0.022,1.836,6.96,27.88,8.06,0,Deliverability in this area has not been determined by previous interconnection studies.,2135461,Argonaut,12,Triton,7,46472.0113875712
115/12 kV,Valley 'D' 500/115 System,1.191,0,1.191,7.44,16.74,8.75,0,Deliverability in this area has not been determined by previous interconnection studies.,2135462,Ariel,12,Tenaja,8,24844.2479117196
66/12 kV,San Bernardino 220/66 System,0.469,0.005,0.474,7.18,7,9.5,0.57,Interconnection studies in this area have identified adequate deliverability.,2135464,Arliss,12,Timoteo,9,36986.7285666116
16/4.16 kV,Goleta 220/66 System,0.199,0,0.199,1.59,13.27,2.09,0.03,Interconnection studies in this area have identified adequate deliverability.,2135467,Armour,4,Montecito,10,28941.3528813406
115/12 kV,Valley 'D' 500/115 System,1.123,0.008,1.131,6.21,16.63,8.97,0,Deliverability in this area has not been determined by previous interconnection studies.,2132387,Armada,12,Pauba,11,57147.5242338074
66/12 kV,Chino 220/66 System,0.126,0.023,0.149,10,1.49,9.85,1.35,Interconnection studies in this area have identified adequate deliverability.,2132529,Armstrong,12,Narod,12,22128.4615667384
66/16 kV,Santa Clara 220/66 System,0.168,13.839,14.007,5.82,244.28,0,0,Interconnection studies in this area have identified adequate deliverability.,2135468,Arneill,16,Colonia,13,72185.3853211164
115/12 kV,Mirage 220/115 System,1.824,0,1.824,9.47,20.42,8.07,0,Interconnection studies in this area have identified inadequate deliverability.,2135649,Arnez,12,Santa Rosa,14,67632.1709721276
66/12 kV,Center 220/66 System,0.183,0,0.183,6.37,3.3,9.79,0.75,Interconnection studies in this area have identified adequate deliverability.,2135650,Arnett,12,Imperial,15,27217.8164319731
66/4.16 kV,La Fresa 220/66 System,0.191,0,0.191,2,9.9,2.1,0.1,Interconnection studies in this area have identified adequate deliverability.,2133010,Barge,4,Bridge,16,18435.3644068048
66/16 kV,Gould 220/66 System,0.428,0,0.428,7.31,6.17,12.75,0.65,Interconnection studies in this area have identified adequate deliverability.,2136699,Barley Flats,16,La Canada,17,37998.1648907478
66/12 kV,Johanna 220/66 System,0.037,0,0.037,7.37,0.51,9.96,1.07,Interconnection studies in this area have identified adequate deliverability.,2136700,Bardeen,12,Cabrillo,18,38007.1064871918
66/16 kV,Lighthipe 220/66 System,0.01,0,0.01,10.18,0.1,13.19,1.52,Interconnection studies in this area have identified adequate deliverability.,2136701,Barlow,16,Fernwood,19,29718.4570499867
66/16 kV,La Cienega 220/66 System,0,0,0,3.46,0,13.2,0.52,Interconnection studies in this area have identified adequate deliverability.,2136702,Barnacle,16,Tahiti,20,25579.9580492414
66/16 kV,El Nido 220/66 System,0.004,0.445,0.449,9.6,13.15,11.94,0.18,Interconnection studies in this area have identified adequate deliverability.,2133014,Barracuda,16,El Nido,21,36209.4511184063
115/12 kV,Vista 220/115 System,0.47,0.015,0.485,7.18,7.09,9.49,0.57,Interconnection studies in this area have identified adequate deliverability.,2133016,Barratt,12,Maxwell,22,46714.1605662625
66/16 kV,Saugus 220/66 System,0.109,11,11.109,6.6,168.42,2.08,0,Interconnection studies in this area have identified adequate deliverability.,2133017,Barrington,16,Fillmore,23,164592.441713393
16/4.16 kV,Mesa 220/66 System,0.034,0,0.034,1.4,2.47,2.27,0.17,Interconnection studies in this area have identified adequate deliverability.,2133018,Bartlett,4,Garvey,24,14892.1909450031
12/4.16 kV,San Bernardino 220/66 System,0.031,0,0.031,1.69,2.09,2.26,0.22,Interconnection studies in this area have identified adequate deliverability.,2133169,Barton,4,Tippecanoe,25,20768.0218891453
66/12 kV,Padua 220/66 System,0.607,0.15,0.757,9.53,9.53,9.09,0.52,Interconnection studies in this area have identified adequate deliverability.,2133171,Baseline,12,San Antonio,26,70098.1332849871
66/12 kV,Santiago 220/66 System,0.422,0.092,0.514,7.15,7.46,9.47,0.54,Interconnection studies in this area have identified adequate deliverability.,2143433,Basenji,12,Moulton,27,36136.9533013665
66/16 kV,Rio Hondo 220/66 System,1.279,0,1.279,11.43,11.98,11.83,0.35,Interconnection studies in this area have identified adequate deliverability.,2130606,Bateman,16,Bradbury,28,37899.8238153138
66/4.16 kV,Goleta 220/66 System,0.006,0,0.006,0.52,1.07,2.29,0.07,Interconnection studies in this area have identified adequate deliverability.,2130607,Bath,4,Santa Barbara,29,15274.0035574278
115/12 kV,Devers 220/115 System,1.31,0,1.31,5.02,26.46,8.67,0,Deliverability in this area has not been determined by previous interconnection studies.,2130608,Battalion,12,Eisenhower,30,66772.1925924848
66/16 kV,La Fresa 220/66 System,0.416,0,0.416,11.2,4.08,12.74,1.22,Interconnection studies in this area have identified adequate deliverability.,2130789,Bauxite,16,Crest,31,57667.4984811885
66/12 kV,Hinson 220/66 System,0.325,0,0.325,7.29,4.46,9.68,0.77,Interconnection studies in this area have identified adequate deliverability.,2143434,Baxter,12,State Street,32,23079.1932832038
66/16 kV,La Fresa 220/66 System,0.631,0,0.631,7.98,1.33,13.09,1.09,Interconnection studies in this area have identified adequate deliverability.,2129870,Angelina,16,Victoria,33,41013.8828256427
66/12 kV,Walnut 220/66 System,0.702,0.007,0.709,9.46,8.04,9.24,0.66,Interconnection studies in this area have identified adequate deliverability.,2142143,Ann,12,Merced,34,30568.9795511691
115/12 kV,Mirage 220/115 System,0.37,0,0.37,6.54,6.04,9.61,0.59,Interconnection studies in this area have identified inadequate deliverability.,2142144,Annenberg,12,Santa Rosa,35,54960.8943080889
66/12 kV,Walnut 220/66 System,0.292,0.009,0.301,6.68,4.97,9.67,0.67,Interconnection studies in this area have identified adequate deliverability.,2142145,Antler,12,Nogales,36,41181.7051069111
66/12 kV,Ellis 'A' 220/66 System,0.087,0,0.087,8.21,1.47,9.88,1.11,Interconnection studies in this area have identified adequate deliverability.,2129874,Annika,12,Lafayette,37,79243.6925661513
66/12 kV,San Bernardino 220/66 System,0.043,0.23,0.273,6.52,4.42,9.71,0.69,Interconnection studies in this area have identified adequate deliverability.,2132383,Antique,12,Timoteo,38,50217.4863857809
66/4.16 kV,Rio Hondo 220/66 System,0.048,0,0.048,2.07,3.76,2.22,0.23,Interconnection studies in this area have identified adequate deliverability.,2132385,Arden,4,Amador,39,26736.8367050762
66/12 kV,Ellis 'C' 220/66 System,0.147,0,0.147,6.38,2.49,9.84,0.8,Interconnection studies in this area have identified adequate deliverability.,2129875,Antone,12,Sullivan,40,45280.2502229564
16/4.16 kV,Lighthipe 220/66 System,0.06,0.001,0.061,0.87,7.38,2.24,0.07,Interconnection studies in this area have identified adequate deliverability.,2142146,Antwerp,4,Athens,41,12858.1284943962
115/12 kV,Mirage 220/115 System,1.953,0.011,1.964,7.81,26.52,7.93,0,Interconnection studies in this area have identified inadequate deliverability.,2129878,Apartment,12,Santa Rosa,42,58532.5753042958
115/12 kV,Valley 'D' 500/115 System,2.878,0.062,2.94,8.36,37.78,6.84,0,Deliverability in this area has not been determined by previous interconnection studies.,2130049,Appalousa,12,Auld,43,106377.13890649
66/12 kV,Rio Hondo 220/66 System,0.588,0,0.588,8.29,8,9.34,0.58,Interconnection studies in this area have identified adequate deliverability.,2130051,Apple,12,Citrus,44,22349.3681823159
66/16 kV,Lighthipe 220/66 System,0.013,0.5,0.513,13.2,0.1,13.19,1.97,Interconnection studies in this area have identified adequate deliverability.,2130052,Apricot,16,Fernwood,45,44806.9414419831
66/16 kV,Moorpark 220/66 System,1.438,0.021,1.458,13.2,7.8,12.17,0.95,Interconnection studies in this area have identified adequate deliverability.,2142330,Appleton,16,Royal,46,54726.4469909955
33/12 kV,Valley 'Ab' 500/115 System,0.123,0.009,0.133,3.51,4.72,9.83,0.36,Deliverability in this area has not been determined by previous interconnection studies.,2142333,Arapaho,12,Gavilan (115),47,31700.3708376708
66/16 kV,Mesa 220/66 System,0.854,0,0.854,11.24,7.45,12.36,0.85,Interconnection studies in this area have identified adequate deliverability.,2132384,Arboles,16,Mesa,48,79747.0217625598
66/4.16 kV,El Nido 220/66 System,0.06,0.003,0.064,2.3,2.78,2.24,0.28,Interconnection studies in this area have identified adequate deliverability.,2134746,Arborvitae,4,Inglewood,49,18436.3270603234
66/12 kV,Etiwanda 220/66 System,1.825,0.002,1.827,9.22,20.55,8.1,0,Interconnection studies in this area have identified adequate deliverability.,2132537,Augusta,12,Alder,50,89769.6473806463
66/16 kV,Rio Hondo 220/66 System,0.719,0.008,0.728,6.36,12,12.44,0.19,Interconnection studies in this area have identified adequate deliverability.,2134747,Arboretum,16,Arcadia,51,50959.7953559401
66/16 kV,Santa Clara 220/66 System,0.11,0.32,0.429,8.75,5.18,12.75,0.86,Interconnection studies in this area have identified adequate deliverability.,2129529,Adolfo,16,Camarillo,52,54873.7940997513
66/16 kV,Santa Clara 220/66 System,0.521,0.033,0.554,7.77,7.28,12.63,0.6,Interconnection studies in this area have identified adequate deliverability.,2131721,Amanda,16,Gonzales,53,58531.4053427211
115/12 kV,Devers 220/115 System,1.417,0.007,1.424,8.3,17.67,8.53,0,Deliverability in this area has not been determined by previous interconnection studies.,2131722,Amado,12,Farrell,54,45882.7861983548
16/4.16 kV,Mesa 220/66 System,0.052,0,0.052,2.22,2.32,2.25,0.28,Interconnection studies in this area have identified adequate deliverability.,2131723,Altura,4,Michillinda,55,21383.1914351753
66/12 kV,Walnut 220/66 System,7.454,0.016,7.469,10,75.85,2.41,0,Interconnection studies in this area have identified adequate deliverability.,2131724,Amar,12,Merced,56,60012.7032079591
33/4.16 kV,Devers 220/115 System,0.268,0.021,0.289,1.58,21.44,1.96,0,Deliverability in this area has not been determined by previous interconnection studies.,2141017,Alejo,4,Palm Springs,57,9678.76616342682
115/12 kV,Mirage 220/115 System,0.68,0.16,0.84,10,8.72,9.13,0.63,Interconnection studies in this area have identified inadequate deliverability.,2136554,Bandana,12,Concho,58,70633.0382029518
66/12 kV,Santiago 220/66 System,0.826,0.011,0.837,7.96,10.74,9.15,0.34,Interconnection studies in this area have identified adequate deliverability.,2136555,Banjo,12,Niguel,59,38239.1964444482
66/16 kV,Lighthipe 220/66 System,0.196,0,0.196,13.2,1.48,13,1.78,Interconnection studies in this area have identified adequate deliverability.,2132865,Bancroft,16,Jersey,60,40676.1838452906
66/12 kV,Chino 220/66 System,0.261,0,0.261,7.95,11.09,9.12,0.31,Interconnection studies in this area have identified adequate deliverability.,2132866,Bandag,12,Chino,61,27251.9237452176
66/12 kV,Walnut 220/66 System,1.017,0.009,1.025,10,10.61,8.94,0.44,Interconnection studies in this area have identified adequate deliverability.,2132867,Bandit,12,Diamond Bar,62,52855.585553493
66/12 kV,Lighthipe 220/66 System,0.06,0,0.06,5.44,1.11,9.94,0.76,Interconnection studies in this area have identified adequate deliverability.,2136556,Banner,12,Sunnyside,63,31317.4147356481
66/12 kV,Chino 220/66 System,0.222,0,0.222,9.79,3.35,9.67,1.14,Interconnection studies in this area have identified adequate deliverability.,2143430,Bandera,12,Francis,64,56855.3999248306
66/16 kV,Parker 161/66 System,0.008,0,0.008,0.62,1.38,13.19,0.08,Interconnection studies in this area have identified inadequate deliverability.,2130405,Banshee,16,Havasu,65,21910.6691312289
66/12 kV,Etiwanda 220/66 System,0.635,0.007,0.642,7.32,9.09,9.33,0.43,Interconnection studies in this area have identified adequate deliverability.,2130406,Banyan,12,Archline,66,30123.570086682
66/12 kV,Rio Hondo 220/66 System,0.733,0,0.733,9.11,4.75,9.57,0.93,Interconnection studies in this area have identified adequate deliverability.,2143431,Barbara,12,Lark Ellen,67,29424.5204791753
115/12 kV,Vista 220/115 System,0.321,0,0.321,4.16,7.73,9.68,0.3,Interconnection studies in this area have identified adequate deliverability.,2130408,Barbee,12,Maxwell,68,20550.1928088753
16/4.16 kV,Santa Clara 220/66 System,0.168,0.031,0.2,1.67,12.68,2.09,0.04,Interconnection studies in this area have identified adequate deliverability.,2130599,Bard,4,Bard P.T.,69,25038.9512461331
66/12 kV,Villa Park 220/66 System,0.644,0,0.644,8.37,7.96,9.33,0.59,Interconnection studies in this area have identified adequate deliverability.,2136558,Barbados,12,Bryan,70,45601.6868129032
33/4.16 kV,San Bernardino 220/66 System,0.117,0,0.117,2.04,5.72,2.18,0.19,Interconnection studies in this area have identified adequate deliverability.,2129530,Alexander,4,Arro,71,7963.25749947344
66/12 kV,Antelope 220/66 System,0.011,0,0.011,1.54,0.73,9.99,0.22,Interconnection studies in this area have identified adequate deliverability.,2141018,Alfalfa,12,Redman,72,126285.027121653
66/16 kV,La Cienega 220/66 System,0.717,0.329,1.046,4.18,23.69,12.21,0,Interconnection studies in this area have identified adequate deliverability.,2141209,Alla,16,Culver,73,45489.90049687
66/12 kV,Walnut 220/66 System,0.182,0,0.182,7.75,2.59,9.8,0.96,Interconnection studies in this area have identified adequate deliverability.,2141211,Allison,12,Cortez,74,41949.6246734117
66/16 kV,Santa Clara 220/66 System,0.087,0,0.087,9.24,0.94,13.11,1.3,Interconnection studies in this area have identified adequate deliverability.,2129531,Alfredo,16,San Miguel,75,81629.9964894078
66/12 kV,Johanna 220/66 System,0,0.244,0.244,8.46,5.71,9.52,0.79,Interconnection studies in this area have identified adequate deliverability.,2129533,Allergan,12,Cabrillo,76,24648.486066202
66/12 kV,Chino 220/66 System,0.974,0.015,0.988,7.86,15.98,8.74,0,Interconnection studies in this area have identified adequate deliverability.,2129532,Alicia,12,Peyton,77,33978.3398698547
115/12 kV,Devers 220/115 System,14.669,0.005,14.674,4.15,31.1,8.71,0,Deliverability in this area has not been determined by previous interconnection studies.,2134564,Allegra,12,Carodean,78,150653.882094659
115/12 kV,Valley 'D' 500/115 System,0.706,0.002,0.709,6.16,12.47,9.23,0.16,Deliverability in this area has not been determined by previous interconnection studies.,2134565,Bullhead,12,Triton,79,24558.7846214515
66/12 kV,Johanna 220/66 System,0.2,0,0.2,7.38,2.28,9.83,0.94,Interconnection studies in this area have identified adequate deliverability.,2129534,Alloy,12,Camden,80,35017.5912379429
12/2.4 kV,Vista 220/115 System,0.018,0,0.018,0.43,4.09,1.28,0.05,Interconnection studies in this area have identified adequate deliverability.,2141213,Allview,2.4,Allview P.T.,81,9291.55985390964
66/16 kV,Eagle Rock 220/66 System,0.114,0.181,0.295,8.87,2.8,12.95,1.08,Interconnection studies in this area have identified adequate deliverability.,2141214,Almansor,16,Alhambra,82,50967.7603119346
66/12 kV,Johanna 220/66 System,1.454,0,1.454,9.64,13.36,8.71,0.16,Interconnection studies in this area have identified adequate deliverability.,2129537,Almond,12,Chestnut,83,64976.3592073262
66/12 kV,Del Amo 220/66 System,0.094,0,0.094,5.41,1.85,9.9,0.71,Interconnection studies in this area have identified adequate deliverability.,2129538,Alora,12,Eric,84,28053.9897339296
12/4.16 kV,Del Amo 220/66 System,0.166,0,0.166,2.14,8.24,2.12,0.15,Interconnection studies in this area have identified adequate deliverability.,2141215,Alondra,4,Woodruff,85,15998.2951404087
16/4.16 kV,Mesa 220/66 System,0.077,0,0.077,2.19,3.65,2.22,0.25,Interconnection studies in this area have identified adequate deliverability.,2141216,Alpaca,4,Hoyt,86,20626.9968449848
12/2.4 kV,Vista 220/115 System,0.015,0,0.015,0.87,2.8,1.28,0.11,Interconnection studies in this area have identified adequate deliverability.,2141217,Alpine,2.4,Alpine P.T.,87,27237.3533711405
66/12 kV,Etiwanda 220/66 System,0.58,0.004,0.584,6.41,9.44,9.4,0.36,Interconnection studies in this area have identified adequate deliverability.,2141218,Alstot,12,Archline,88,19562.0911700516
66/12 kV,Chino 220/66 System,5.851,3.636,9.487,7.12,12.32,9.12,0.19,Interconnection studies in this area have identified adequate deliverability.,2141391,Alterra,12,Soquel,89,41174.0477120141
66/12 kV,Rio Hondo 220/66 System,0.4,0.103,0.503,9.65,5.37,9.48,0.93,Interconnection studies in this area have identified adequate deliverability.,2134566,Amazon,12,Rio Hondo,90,50560.4603497769
115/12 kV,Mirage 220/115 System,1.466,0,1.466,8.88,16.7,8.52,0,Interconnection studies in this area have identified inadequate deliverability.,2134567,Amber,12,Tamarisk,91,22637.3394077523
66/16 kV,La Fresa 220/66 System,0.643,0,0.643,6.27,11.05,12.51,0.25,Interconnection studies in this area have identified adequate deliverability.,2134568,Ambersky,16,Marymount,92,80082.8833971637
66/12 kV,Walnut 220/66 System,0.49,0.004,0.494,7.91,6.53,9.48,0.67,Interconnection studies in this area have identified adequate deliverability.,2134739,Ambushers,12,Diamond Bar,93,36929.9094341404
66/12 kV,Rector 220/66 System,1.459,0.01,1.469,7.68,20.17,8.45,0,Interconnection studies in this area have identified inadequate deliverability.,2129704,American,12,Riverway,94,55912.0395454662
66/16 kV,Saugus 220/66 System,0.511,0.014,0.525,6.98,7.69,12.66,0.51,Interconnection studies in this area have identified adequate deliverability.,2129705,Anaconda,16,North Oaks,95,20836.1034383022
16/4.16 kV,La Fresa 220/66 System,0.127,0,0.127,1.71,7.44,2.17,0.13,Interconnection studies in this area have identified adequate deliverability.,2134740,Amestoy,4,Moneta,96,24206.6768766634
66/12 kV,Etiwanda 220/66 System,1.238,0,1.238,8.54,15.33,8.69,0,Interconnection studies in this area have identified adequate deliverability.,2134741,Amethyst,12,Archline,97,43280.038559162
115/12 kV,Valley 'Ab' 500/115 System,1.207,0.014,1.221,9.68,13.12,8.73,0.18,Deliverability in this area has not been determined by previous interconnection studies.,2134742,Ammo,12,Bunker,98,32301.7479152818
66/12 kV,Antelope 220/66 System,1.67,0.019,1.688,9.22,19.06,8.24,0,Interconnection studies in this area have identified adequate deliverability.,2134743,Anakin,12,Shuttle,99,43788.047916562
66/12 kV,Vista A 220/66 System,1.69,0.007,1.697,10,17.64,8.24,0,Interconnection studies in this area have identified adequate deliverability.,2134744,Anderson,12,Glen Avon,100,45437.7735545544
12/4.16 kV,Johanna 220/66 System,0.141,0,0.141,2.12,9.88,2.09,0.11,Interconnection studies in this area have identified adequate deliverability.,2129706,Anahurst,4,Edinger,101,18816.9223159772
16/4.16 kV,Goleta 220/66 System,0.016,0,0.016,0.96,1.61,2.28,0.13,Interconnection studies in this area have identified adequate deliverability.,2141966,Anapamu,4,Modoc,102,10918.0261784729
66/12 kV,Padua 220/66 System,0.96,0.006,0.966,8.61,11.99,8.97,0.26,Interconnection studies in this area have identified adequate deliverability.,2129707,Anawalt,12,San Antonio,103,47614.4500873335
66/4.16 kV,Hinson 220/66 System,0.082,0,0.082,1.34,6.7,2.21,0.11,Interconnection studies in this area have identified adequate deliverability.,2141967,Anchor,4,Neptune,104,17135.3012002195
66/12 kV,Hinson 220/66 System,0.038,0.25,0.288,6.06,0.68,9.96,0.87,Interconnection studies in this area have identified adequate deliverability.,2132717,Bach,12,Neptune,105,48825.2092661495
66/12 kV,Etiwanda 220/66 System,0.128,0,0.128,6.72,2.04,9.86,0.87,Interconnection studies in this area have identified adequate deliverability.,2132863,Bamboo,12,Declez,106,57022.5864444223
115/12 kV,Valley 'D' 500/115 System,1.472,0.022,1.494,10,15.82,8.42,0,Deliverability in this area has not been determined by previous interconnection studies.,2132862,Balloon,12,Moraga,107,78879.773394155
66/12 kV,Villa Park 220/66 System,1.272,0.108,1.38,6.17,26.03,8.39,0,Interconnection studies in this area have identified adequate deliverability.,2135858,Bahama,12,Bryan,108,37218.5774940005
66/12 kV,Olinda 220/66 System,0.777,0.024,0.801,6.6,12.59,9.17,0.16,Interconnection studies in this area have identified adequate deliverability.,2136049,Baja,12,Brea,109,37493.3313803915
66/12 kV,Mira Loma 220/66 System,6.33,0,6.33,10,63.38,3.66,0,Interconnection studies in this area have identified adequate deliverability.,2135857,Bacardi,12,Milliken,110,87098.4448296696
66/12 kV,Santiago 220/66 System,0.376,0.008,0.385,9.62,4.55,9.56,1,Interconnection studies in this area have identified adequate deliverability.,2136050,Balboa,12,Crown,111,38828.8404772404
66/16 kV,Saugus 220/66 System,0.912,0.012,0.924,7.42,13.08,12.23,0.14,Interconnection studies in this area have identified adequate deliverability.,2136051,Balcom,16,Fillmore,112,229155.402483566
66/16 kV,Mesa 220/66 System,1.258,0.204,1.461,13.2,11.6,11.67,0.45,Interconnection studies in this area have identified adequate deliverability.,2136553,Baldwin,16,Eaton,113,73649.1944300319
66/12 kV,Rector 220/66 System,2.056,0,2.056,7.82,39.16,6.94,0,Interconnection studies in this area have identified inadequate deliverability.,2143265,Ball,12,Laurel,114,225195.110669643
115/12 kV,Victor 220/115 System,1.006,0,1.006,8.97,11.39,8.98,0.32,Interconnection studies in this area have identified adequate deliverability.,2143429,Balsam,12,Hesperia,115,75305.2629256864
16/4.16 kV,Lighthipe 220/66 System,0.077,0,0.077,2.3,3.58,2.22,0.26,Interconnection studies in this area have identified adequate deliverability.,2131548,Alberta,4,Brewster,116,13384.1918889878
12/4.16 kV,Del Amo 220/66 System,0.032,0,0.032,1.02,4.12,2.26,0.11,Interconnection studies in this area have identified adequate deliverability.,2129337,Albury,4,Albury P.T.,117,1373.81831440978
